"","response.option.id","survey.id","question.id","row.id","row.text","choice.id","response.option.text"
"22853","1054472079.NA.10857851343",87756990,"1054472079",NA,NA,"10857851343","Danger to society"
"22854","1054472079.NA.10857851344",87756990,"1054472079",NA,NA,"10857851344","Likelihood that the defendant would return for court and/or prior escape attempt"
"22855","1054472079.NA.10857851345",87756990,"1054472079",NA,NA,"10857851345","Defendant's work or school"
"22856","1054472079.NA.10857851352",87756990,"1054472079",NA,NA,"10857851352","Defendant's family or social obligations <em>(e.g., caring for a child, church)</em>"
"22857","1054472079.NA.10857851346",87756990,"1054472079",NA,NA,"10857851346","Defendant's residence"
"22858","1054472079.NA.10857851347",87756990,"1054472079",NA,NA,"10857851347","Defendant's drug or alcohol abuse"
"22859","1054472079.NA.10857851348",87756990,"1054472079",NA,NA,"10857851348","Protective order or stay-away order"
"22860","1054472079.NA.10857851349",87756990,"1054472079",NA,NA,"10857851349","Other <em>[please specify]</em>"
"22861","1054472079.NA.10857851350",87756990,"1054472079",NA,NA,"10857851350","The Magistrate/Commissioner did not say what he or she was considering while setting bail"
"22862","1054472079.NA.10857851340",87756990,"1054472079",NA,NA,"10857851340","Comments"
"22863","1054472080.10857851353.",87756990,"1054472080","10857851353","Total bail/bond for defendant","",""
"22864","1054472080.10857851354.",87756990,"1054472080","10857851354","1st charge <em>[write the charge & bail amount]</em>","",""
"22865","1054472080.10857851355.",87756990,"1054472080","10857851355","2nd charge <em>[write the charge & bail amount]</em>","",""
"22866","1054472080.10857851356.",87756990,"1054472080","10857851356","3rd charge <em>[write the charge & bail amount]</em>","",""
"22867","1054472080.10857851357.",87756990,"1054472080","10857851357","4th charge <em>[write the charge & bail amount]</em>","",""
"22868","1054472080.10857851358.",87756990,"1054472080","10857851358","5th charge <em>[write the charge & bail amount]</em>","",""
"22869","1054472081.NA.10857851359",87756990,"1054472081",NA,NA,"10857851359","Drug test"
"22870","1054472081.NA.10857851364",87756990,"1054472081",NA,NA,"10857851364","Drug or alcohol substance abuse program"
"22871","1054472081.NA.10857851365",87756990,"1054472081",NA,NA,"10857851365","Protective or stay-away order"
"22872","1054472081.NA.10857851366",87756990,"1054472081",NA,NA,"10857851366","Pretrial supervision"
"22873","1054472081.NA.10857851367",87756990,"1054472081",NA,NA,"10857851367","Mental health treatment"
"22874","1054472081.NA.10857851363",87756990,"1054472081",NA,NA,"10857851363","Curfew"
"22875","1054472081.NA.10857851368",87756990,"1054472081",NA,NA,"10857851368","Job or school application or enrollment"
"22876","1054472081.NA.10857851369",87756990,"1054472081",NA,NA,"10857851369","Electronic monitoring"
"22877","1054472081.NA.10857851370",87756990,"1054472081",NA,NA,"10857851370","Ignition lock"
"22878","1054472081.NA.10857851372",87756990,"1054472081",NA,NA,"10857851372","Other <em>[please specify]</em>"
"22879","1054472081.NA.10857851373",87756990,"1054472081",NA,NA,"10857851373","No conditions were placed on the defendant's bail or bond"
"22880","1054472081.NA.10857851374",87756990,"1054472081",NA,NA,"10857851374","I don't know"
"22881","1054472081.NA.10857851362",87756990,"1054472081",NA,NA,"10857851362","Comments"
"22882","1054472082.NA.",87756990,"1054472082",NA,NA,"",""
"22883","1060200185.NA.10898645402",87756990,"1060200185",NA,NA,"10898645402","Yes"
"22884","1060200185.NA.10898645403",87756990,"1060200185",NA,NA,"10898645403","No"
"22885","1060200185.NA.10898645406",87756990,"1060200185",NA,NA,"10898645406","Comments"
"22886","1054472659.NA.",87756990,"1054472659",NA,NA,"",""
"22887","1054472660.NA.",87756990,"1054472660",NA,NA,"",""
"22888","1054472661.NA.10857855808",87756990,"1054472661",NA,NA,"10857855808","1 Low"
"22889","1054472661.NA.10857855809",87756990,"1054472661",NA,NA,"10857855809","2 Low"
"22890","1054472661.NA.10857855810",87756990,"1054472661",NA,NA,"10857855810","3 Low"
"22891","1054472661.NA.10857855811",87756990,"1054472661",NA,NA,"10857855811","4 Low"
"22892","1054472661.NA.10857855812",87756990,"1054472661",NA,NA,"10857855812","5 Low Moderate"
"22893","1054472661.NA.10857855813",87756990,"1054472661",NA,NA,"10857855813","6 Low Moderate"
"22894","1054472661.NA.10857855814",87756990,"1054472661",NA,NA,"10857855814","7 Low Moderate"
"22895","1054472661.NA.10857855815",87756990,"1054472661",NA,NA,"10857855815","8 Moderate"
"22896","1054472661.NA.10857855816",87756990,"1054472661",NA,NA,"10857855816","9 Moderate"
"22897","1054472661.NA.10857855817",87756990,"1054472661",NA,NA,"10857855817","10 Moderate"
"22898","1054472661.NA.10857855818",87756990,"1054472661",NA,NA,"10857855818","11 Moderate"
"22899","1054472661.NA.10857855819",87756990,"1054472661",NA,NA,"10857855819","12 High"
"22900","1054472661.NA.10857855820",87756990,"1054472661",NA,NA,"10857855820","Unscored"
"22901","1054472661.NA.10857855821",87756990,"1054472661",NA,NA,"10857855821","I couldn't find this defendant's magistrate case number (""magnum"")"
"22902","1054472662.NA.",87756990,"1054472662",NA,NA,"",""
"22903","1054472663.NA.",87756990,"1054472663",NA,NA,"",""
"22904","1054472664.NA.10857855826",87756990,"1054472664",NA,NA,"10857855826","Orleans Public Defenders were appointed to represent the defendant for first appearance only"
"22905","1054472664.NA.10857855827",87756990,"1054472664",NA,NA,"10857855827","Orleans Public Defenders were appointed to represent the defendant for the entire case"
"22906","1054472664.NA.10857855828",87756990,"1054472664",NA,NA,"10857855828","Defendant was represented by a private defense attorney"
"22907","1054472664.NA.10857855829",87756990,"1054472664",NA,NA,"10857855829","Defendant was not represented by counsel"
"22908","1054472664.NA.10857855832",87756990,"1054472664",NA,NA,"10857855832","Comments"
"22909","1054472665.NA.10857855837",87756990,"1054472665",NA,NA,"10857855837","No"
"22910","1054472665.NA.10857855838",87756990,"1054472665",NA,NA,"10857855838","Yes, the Magistrate or Commissioner mentioned a pretrial services report or pretrial services program"
"22911","1054472665.NA.10857855839",87756990,"1054472665",NA,NA,"10857855839","Yes, the prosecution mentioned a pretrial services report or pretrial services program"
"22912","1054472665.NA.10857855840",87756990,"1054472665",NA,NA,"10857855840","Yes, the defense mentioned a pretrial services report or pretrial services program"
"22913","1054472665.NA.10857855841",87756990,"1054472665",NA,NA,"10857855841","Yes, someone else mentioned a pretrial services report or pretrial services program <em>[please specify who]</em>"
"22914","1054472665.NA.10857855844",87756990,"1054472665",NA,NA,"10857855844","Comments"
"22915","1054472666.NA.10857855849",87756990,"1054472666",NA,NA,"10857855849","African American / Black"
"22916","1054472666.NA.10857855850",87756990,"1054472666",NA,NA,"10857855850","Asian / Pacific Islander"
"22917","1054472666.NA.10857855851",87756990,"1054472666",NA,NA,"10857855851","Caucasian / White"
"22918","1054472666.NA.10857855852",87756990,"1054472666",NA,NA,"10857855852","Hispanic / Latino"
"22919","1054472666.NA.10857855853",87756990,"1054472666",NA,NA,"10857855853","Biracial / multiracial"
"22920","1054472666.NA.10857855845",87756990,"1054472666",NA,NA,"10857855845","Other <em>[</em><em>please specify]</em>"
"22921","1054472666.NA.10857855848",87756990,"1054472666",NA,NA,"10857855848","Comments"
"22922","1054472667.NA.10857855854",87756990,"1054472667",NA,NA,"10857855854","Male"
"22923","1054472667.NA.10857855855",87756990,"1054472667",NA,NA,"10857855855","Female"
"22924","1054472667.NA.10857855856",87756990,"1054472667",NA,NA,"10857855856","Transgender"
"22925","1054472667.NA.10857855857",87756990,"1054472667",NA,NA,"10857855857","Other <em>[</em><em>please specify]</em>"
"22926","1054472667.NA.10857855860",87756990,"1054472667",NA,NA,"10857855860","Comments"
"22927","1054472668.NA.10857855861",87756990,"1054472668",NA,NA,"10857855861","New Orleans"
"22928","1054472668.NA.10857855862",87756990,"1054472668",NA,NA,"10857855862","Another city in Louisiana"
"22929","1054472668.NA.10857855863",87756990,"1054472668",NA,NA,"10857855863","Out of state"
"22930","1054472668.NA.10857855864",87756990,"1054472668",NA,NA,"10857855864","I didn't hear it mentioned in court"
"22931","1054472668.NA.10857855867",87756990,"1054472668",NA,NA,"10857855867","Comments"
"22932","1054472669.10857855874.",87756990,"1054472669","10857855874","Total # of convictions","",""
"22933","1054472669.10857855875.",87756990,"1054472669","10857855875","# of felony convictions","",""
"22934","1054472669.10857855876.",87756990,"1054472669","10857855876","# of misdemeanor convictions","",""
"22935","1054472670.NA.10857855877",87756990,"1054472670",NA,NA,"10857855877","Violent"
"22936","1054472670.NA.10857855878",87756990,"1054472670",NA,NA,"10857855878","Non-violent"
"22937","1054472670.NA.10857855879",87756990,"1054472670",NA,NA,"10857855879","N/A- the defendant has no criminal record"
"22938","1054472670.NA.10857855880",87756990,"1054472670",NA,NA,"10857855880","I don't know"
"22939","1054472670.NA.10857855883",87756990,"1054472670",NA,NA,"10857855883","Comments"
"22940","1054472671.NA.10857855893",87756990,"1054472671",NA,NA,"10857855893","Yes, the defendant has another open felony case <em>[please specify the crime]</em>"
"22941","1054472671.NA.10857855894",87756990,"1054472671",NA,NA,"10857855894","Yes, the defendant has another capias <em>[please explain what the other capias is for]</em>"
"22942","1054472671.NA.10857855895",87756990,"1054472671",NA,NA,"10857855895","Yes, the defendant has another hold <em>[please explain why and what type of hold]</em>"
"22943","1054472671.NA.10857855889",87756990,"1054472671",NA,NA,"10857855889","No"
"22944","1054472671.NA.10857855896",87756990,"1054472671",NA,NA,"10857855896","I don't know"
"22945","1054472671.NA.10857855892",87756990,"1054472671",NA,NA,"10857855892","Comments"
"22946","1054472672.NA.10857855900",87756990,"1054472672",NA,NA,"10857855900","Yes"
"22947","1054472672.NA.10857855901",87756990,"1054472672",NA,NA,"10857855901","No"
"22948","1054472672.NA.10857855899",87756990,"1054472672",NA,NA,"10857855899","Comments"
"22949","1054473293.NA.",87756990,"1054473293",NA,NA,"",""
"22950","1054473294.NA.",87756990,"1054473294",NA,NA,"",""
"22951","1054473400.NA.10857860817",87756990,"1054473400",NA,NA,"10857860817","Yes"
"22952","1054473400.NA.10857860818",87756990,"1054473400",NA,NA,"10857860818","No"
"22953","1054473400.NA.10857860821",87756990,"1054473400",NA,NA,"10857860821","Comments"
"22954","1054473451.NA.10857861100",87756990,"1054473451",NA,NA,"10857861100","The Magistrate or Commissioner set a 48-hour hearing"
"22955","1054473451.NA.10857861101",87756990,"1054473451",NA,NA,"10857861101","The Magistrate or Commissioner set a 330.3 Gwen Law hearing"
"22956","1054473451.NA.10857861105",87756990,"1054473451",NA,NA,"10857861105","The Magistrate or Commissioner held the defendant incarcerated for another reason <em>[please specify the reason]</em>"
"22957","1054473451.NA.10857861106",87756990,"1054473451",NA,NA,"10857861106","The Magistrate or Commissioner did not say why the defendant was held incarcerated"
"22958","1054473451.NA.10857861107",87756990,"1054473451",NA,NA,"10857861107","I don't know"
"22959","1054473451.NA.10857861104",87756990,"1054473451",NA,NA,"10857861104","Comments"
"22960","1054473480.NA.10857861339",87756990,"1054473480",NA,NA,"10857861339","Pretrial services report"
"22961","1054473480.NA.10857861349",87756990,"1054473480",NA,NA,"10857861349","Seriousness of the alleged crime"
"22962","1054473480.NA.10857861340",87756990,"1054473480",NA,NA,"10857861340","Defendant's criminal history and/or other open criminal cases <em>(e.g., parole or probation)</em>"
"22963","1054473480.NA.10857861341",87756990,"1054473480",NA,NA,"10857861341","Danger to society"
"22964","1054473480.NA.10857861342",87756990,"1054473480",NA,NA,"10857861342","Likelihood that the defendant would return for court and/or prior escape attempt"
"22965","1054473480.NA.10857861343",87756990,"1054473480",NA,NA,"10857861343","Defendant's work or school"
"22966","1054473480.NA.10857861350",87756990,"1054473480",NA,NA,"10857861350","Defendant's family or social obligations <em>(e.g., caring for a child, church)</em>"
"22967","1054473480.NA.10857861344",87756990,"1054473480",NA,NA,"10857861344","Defendant's residence"
"22968","1054473480.NA.10857861345",87756990,"1054473480",NA,NA,"10857861345","Defendant's drug or alcohol abuse"
"22969","1054473480.NA.10857861346",87756990,"1054473480",NA,NA,"10857861346","Protective order or stay-away order"
"22970","1054473480.NA.10857861347",87756990,"1054473480",NA,NA,"10857861347","Other <em>[please specify]</em>"
"22971","1054473480.NA.10857861348",87756990,"1054473480",NA,NA,"10857861348","The Magistrate/Commissioner did not say what he or she was considering while setting bail"
"22972","1054473480.NA.10857861338",87756990,"1054473480",NA,NA,"10857861338","Comments"
"22973","1054473481.10857861351.",87756990,"1054473481","10857861351","Total bail/bond for defendant","",""
"22974","1054473481.10857861352.",87756990,"1054473481","10857861352","1st charge <em>[write the charge & bail amount]</em>","",""
"22975","1054473481.10857861353.",87756990,"1054473481","10857861353","2nd charge <em>[write the charge & bail amount]</em>","",""
"22976","1054473481.10857861354.",87756990,"1054473481","10857861354","3rd charge <em>[write the charge & bail amount]</em>","",""
"22977","1054473481.10857861355.",87756990,"1054473481","10857861355","4th charge <em>[write the charge & bail amount]</em>","",""
"22978","1054473481.10857861356.",87756990,"1054473481","10857861356","5th charge <em>[write the charge & bail amount]</em>","",""
"22979","1054473482.NA.10857861357",87756990,"1054473482",NA,NA,"10857861357","Drug test"
"22980","1054473482.NA.10857861362",87756990,"1054473482",NA,NA,"10857861362","Drug or alcohol substance abuse program"
"22981","1054473482.NA.10857861363",87756990,"1054473482",NA,NA,"10857861363","Protective or stay-away order"
"22982","1054473482.NA.10857861364",87756990,"1054473482",NA,NA,"10857861364","Pretrial supervision"
"22983","1054473482.NA.10857861365",87756990,"1054473482",NA,NA,"10857861365","Mental health treatment"
"22984","1054473482.NA.10857861361",87756990,"1054473482",NA,NA,"10857861361","Curfew"
"22985","1054473482.NA.10857861366",87756990,"1054473482",NA,NA,"10857861366","Job or school application or enrollment"
"22986","1054473482.NA.10857861367",87756990,"1054473482",NA,NA,"10857861367","Electronic monitoring"
"22987","1054473482.NA.10857861368",87756990,"1054473482",NA,NA,"10857861368","Ignition lock"
"22988","1054473482.NA.10857861370",87756990,"1054473482",NA,NA,"10857861370","Other <em>[please specify]</em>"
"22989","1054473482.NA.10857861371",87756990,"1054473482",NA,NA,"10857861371","No conditions were placed on the defendant's bail or bond"
"22990","1054473482.NA.10857861372",87756990,"1054473482",NA,NA,"10857861372","I don't know"
"22991","1054473482.NA.10857861360",87756990,"1054473482",NA,NA,"10857861360","Comments"
"22992","1054473483.NA.",87756990,"1054473483",NA,NA,"",""
"22993","1054482372.NA.10857928219",87756990,"1054482372",NA,NA,"10857928219","Yes"
"22994","1054482372.NA.10857928220",87756990,"1054482372",NA,NA,"10857928220","No"
"22995","1054482372.NA.10857928223",87756990,"1054482372",NA,NA,"10857928223","Comments"
"22996","1054474090.NA.",87756990,"1054474090",NA,NA,"",""
"22997","1054474091.NA.",87756990,"1054474091",NA,NA,"",""
"22998","1054474092.NA.10857865808",87756990,"1054474092",NA,NA,"10857865808","1 Low"
"22999","1054474092.NA.10857865809",87756990,"1054474092",NA,NA,"10857865809","2 Low"
"23000","1054474092.NA.10857865810",87756990,"1054474092",NA,NA,"10857865810","3 Low"
"23001","1054474092.NA.10857865811",87756990,"1054474092",NA,NA,"10857865811","4 Low"
"23002","1054474092.NA.10857865812",87756990,"1054474092",NA,NA,"10857865812","5 Low Moderate"
"23003","1054474092.NA.10857865813",87756990,"1054474092",NA,NA,"10857865813","6 Low Moderate"
"23004","1054474092.NA.10857865814",87756990,"1054474092",NA,NA,"10857865814","7 Low Moderate"
"23005","1054474092.NA.10857865815",87756990,"1054474092",NA,NA,"10857865815","8 Moderate"
"23006","1054474092.NA.10857865816",87756990,"1054474092",NA,NA,"10857865816","9 Moderate"
"23007","1054474092.NA.10857865817",87756990,"1054474092",NA,NA,"10857865817","10 Moderate"
"23008","1054474092.NA.10857865818",87756990,"1054474092",NA,NA,"10857865818","11 Moderate"
"23009","1054474092.NA.10857865819",87756990,"1054474092",NA,NA,"10857865819","12 High"
"23010","1054474092.NA.10857865820",87756990,"1054474092",NA,NA,"10857865820","Unscored"
"23011","1054474092.NA.10857865821",87756990,"1054474092",NA,NA,"10857865821","I couldn't find this defendant's magistrate case number (""magnum"")"
"23012","1054474093.NA.",87756990,"1054474093",NA,NA,"",""
"23013","1054474094.NA.",87756990,"1054474094",NA,NA,"",""
"23014","1054474095.NA.10857865826",87756990,"1054474095",NA,NA,"10857865826","Orleans Public Defenders were appointed to represent the defendant for first appearance only"
"23015","1054474095.NA.10857865827",87756990,"1054474095",NA,NA,"10857865827","Orleans Public Defenders were appointed to represent the defendant for the entire case"
"23016","1054474095.NA.10857865828",87756990,"1054474095",NA,NA,"10857865828","Defendant was represented by a private defense attorney"
"23017","1054474095.NA.10857865829",87756990,"1054474095",NA,NA,"10857865829","Defendant was not represented by counsel"
"23018","1054474095.NA.10857865832",87756990,"1054474095",NA,NA,"10857865832","Comments"
"23019","1054474096.NA.10857865837",87756990,"1054474096",NA,NA,"10857865837","No"
"23020","1054474096.NA.10857865838",87756990,"1054474096",NA,NA,"10857865838","Yes, the Magistrate or Commissioner mentioned a pretrial services report or pretrial services program"
"23021","1054474096.NA.10857865839",87756990,"1054474096",NA,NA,"10857865839","Yes, the prosecution mentioned a pretrial services report or pretrial services program"
"23022","1054474096.NA.10857865840",87756990,"1054474096",NA,NA,"10857865840","Yes, the defense mentioned a pretrial services report or pretrial services program"
"23023","1054474096.NA.10857865841",87756990,"1054474096",NA,NA,"10857865841","Yes, someone else mentioned a pretrial services report or pretrial services program <em>[please specify who]</em>"
"23024","1054474096.NA.10857865844",87756990,"1054474096",NA,NA,"10857865844","Comments"
"23025","1054474097.NA.10857865849",87756990,"1054474097",NA,NA,"10857865849","African American / Black"
"23026","1054474097.NA.10857865850",87756990,"1054474097",NA,NA,"10857865850","Asian / Pacific Islander"
"23027","1054474097.NA.10857865851",87756990,"1054474097",NA,NA,"10857865851","Caucasian / White"
"23028","1054474097.NA.10857865852",87756990,"1054474097",NA,NA,"10857865852","Hispanic / Latino"
"23029","1054474097.NA.10857865853",87756990,"1054474097",NA,NA,"10857865853","Biracial / multiracial"
"23030","1054474097.NA.10857865845",87756990,"1054474097",NA,NA,"10857865845","Other <em>[</em><em>please specify]</em>"
"23031","1054474097.NA.10857865848",87756990,"1054474097",NA,NA,"10857865848","Comments"
"23032","1054474098.NA.10857865854",87756990,"1054474098",NA,NA,"10857865854","Male"
"23033","1054474098.NA.10857865855",87756990,"1054474098",NA,NA,"10857865855","Female"
"23034","1054474098.NA.10857865856",87756990,"1054474098",NA,NA,"10857865856","Transgender"
"23035","1054474098.NA.10857865857",87756990,"1054474098",NA,NA,"10857865857","Other <em>[</em><em>please specify]</em>"
"23036","1054474098.NA.10857865860",87756990,"1054474098",NA,NA,"10857865860","Comments"
"23037","1054474099.NA.10857865861",87756990,"1054474099",NA,NA,"10857865861","New Orleans"
"23038","1054474099.NA.10857865862",87756990,"1054474099",NA,NA,"10857865862","Another city in Louisiana"
"23039","1054474099.NA.10857865863",87756990,"1054474099",NA,NA,"10857865863","Out of state"
"23040","1054474099.NA.10857865864",87756990,"1054474099",NA,NA,"10857865864","I didn't hear it mentioned in court"
"23041","1054474099.NA.10857865867",87756990,"1054474099",NA,NA,"10857865867","Comments"
"23042","1054474100.10857865874.",87756990,"1054474100","10857865874","Total # of convictions","",""
"23043","1054474100.10857865875.",87756990,"1054474100","10857865875","# of felony convictions","",""
"23044","1054474100.10857865876.",87756990,"1054474100","10857865876","# of misdemeanor convictions","",""
"23045","1054474101.NA.10857865877",87756990,"1054474101",NA,NA,"10857865877","Violent"
"23046","1054474101.NA.10857865878",87756990,"1054474101",NA,NA,"10857865878","Non-violent"
"23047","1054474101.NA.10857865879",87756990,"1054474101",NA,NA,"10857865879","N/A- the defendant has no criminal record"
"23048","1054474101.NA.10857865880",87756990,"1054474101",NA,NA,"10857865880","I don't know"
"23049","1054474101.NA.10857865883",87756990,"1054474101",NA,NA,"10857865883","Comments"
"23050","1054474102.NA.10857865893",87756990,"1054474102",NA,NA,"10857865893","Yes, the defendant has another open felony case <em>[please specify the crime]</em>"
"23051","1054474102.NA.10857865894",87756990,"1054474102",NA,NA,"10857865894","Yes, the defendant has another capias <em>[please explain what the other capias is for]</em>"
"23052","1054474102.NA.10857865895",87756990,"1054474102",NA,NA,"10857865895","Yes, the defendant has another hold <em>[please explain why and what type of hold]</em>"
"23053","1054474102.NA.10857865889",87756990,"1054474102",NA,NA,"10857865889","No"
"23054","1054474102.NA.10857865896",87756990,"1054474102",NA,NA,"10857865896","I don't know"
"23055","1054474102.NA.10857865892",87756990,"1054474102",NA,NA,"10857865892","Comments"
"23056","1054474103.NA.10857865900",87756990,"1054474103",NA,NA,"10857865900","Yes"
"23057","1054474103.NA.10857865901",87756990,"1054474103",NA,NA,"10857865901","No"
"23058","1054474103.NA.10857865899",87756990,"1054474103",NA,NA,"10857865899","Comments"
"23059","1054475434.NA.",87756990,"1054475434",NA,NA,"",""
"23060","1054475435.NA.",87756990,"1054475435",NA,NA,"",""
"23061","1054475657.NA.10857877550",87756990,"1054475657",NA,NA,"10857877550","Yes"
"23062","1054475657.NA.10857877551",87756990,"1054475657",NA,NA,"10857877551","No"
"23063","1054475657.NA.10857877554",87756990,"1054475657",NA,NA,"10857877554","Comments"
"23064","1054475817.NA.10857878639",87756990,"1054475817",NA,NA,"10857878639","The Magistrate or Commissioner set a 48-hour hearing"
"23065","1054475817.NA.10857878640",87756990,"1054475817",NA,NA,"10857878640","The Magistrate or Commissioner set a 330.3 Gwen Law hearing"
"23066","1054475817.NA.10857878644",87756990,"1054475817",NA,NA,"10857878644","The Magistrate or Commissioner held the defendant incarcerated for another reason <em>[please specify the reason]</em>"
"23067","1054475817.NA.10857878645",87756990,"1054475817",NA,NA,"10857878645","The Magistrate or Commissioner did not say why the defendant was held incarcerated"
"23068","1054475817.NA.10857878646",87756990,"1054475817",NA,NA,"10857878646","I don't know"
"23069","1054475817.NA.10857878643",87756990,"1054475817",NA,NA,"10857878643","Comments"
"23070","1054475854.NA.10857878868",87756990,"1054475854",NA,NA,"10857878868","Pretrial services report"
"23071","1054475854.NA.10857878878",87756990,"1054475854",NA,NA,"10857878878","Seriousness of the alleged crime"
"23072","1054475854.NA.10857878869",87756990,"1054475854",NA,NA,"10857878869","Defendant's criminal history and/or other open criminal cases <em>(e.g., parole or probation)</em>"
"23073","1054475854.NA.10857878870",87756990,"1054475854",NA,NA,"10857878870","Danger to society"
"23074","1054475854.NA.10857878871",87756990,"1054475854",NA,NA,"10857878871","Likelihood that the defendant would return for court and/or prior escape attempt"
"23075","1054475854.NA.10857878872",87756990,"1054475854",NA,NA,"10857878872","Defendant's work or school"
"23076","1054475854.NA.10857878879",87756990,"1054475854",NA,NA,"10857878879","Defendant's family or social obligations <em>(e.g., caring for a child, church)</em>"
"23077","1054475854.NA.10857878873",87756990,"1054475854",NA,NA,"10857878873","Defendant's residence"
"23078","1054475854.NA.10857878874",87756990,"1054475854",NA,NA,"10857878874","Defendant's drug or alcohol abuse"
"23079","1054475854.NA.10857878875",87756990,"1054475854",NA,NA,"10857878875","Protective order or stay-away order"
"23080","1054475854.NA.10857878876",87756990,"1054475854",NA,NA,"10857878876","Other <em>[please specify]</em>"
"23081","1054475854.NA.10857878877",87756990,"1054475854",NA,NA,"10857878877","The Magistrate/Commissioner did not say what he or she was considering while setting bail"
"23082","1054475854.NA.10857878867",87756990,"1054475854",NA,NA,"10857878867","Comments"
"23083","1054475855.10857878880.",87756990,"1054475855","10857878880","Total bail/bond for defendant","",""
"23084","1054475855.10857878881.",87756990,"1054475855","10857878881","1st charge <em>[write the charge & bail amount]</em>","",""
"23085","1054475855.10857878882.",87756990,"1054475855","10857878882","2nd charge <em>[write the charge & bail amount]</em>","",""
"23086","1054475855.10857878883.",87756990,"1054475855","10857878883","3rd charge <em>[write the charge & bail amount]</em>","",""
"23087","1054475855.10857878884.",87756990,"1054475855","10857878884","4th charge <em>[write the charge & bail amount]</em>","",""
"23088","1054475855.10857878885.",87756990,"1054475855","10857878885","5th charge <em>[write the charge & bail amount]</em>","",""
"23089","1054475856.NA.10857878886",87756990,"1054475856",NA,NA,"10857878886","Drug test"
"23090","1054475856.NA.10857878891",87756990,"1054475856",NA,NA,"10857878891","Drug or alcohol substance abuse program"
"23091","1054475856.NA.10857878892",87756990,"1054475856",NA,NA,"10857878892","Protective or stay-away order"
"23092","1054475856.NA.10857878893",87756990,"1054475856",NA,NA,"10857878893","Pretrial supervision"
"23093","1054475856.NA.10857878894",87756990,"1054475856",NA,NA,"10857878894","Mental health treatment"
"23094","1054475856.NA.10857878890",87756990,"1054475856",NA,NA,"10857878890","Curfew"
"23095","1054475856.NA.10857878895",87756990,"1054475856",NA,NA,"10857878895","Job or school application or enrollment"
"23096","1054475856.NA.10857878896",87756990,"1054475856",NA,NA,"10857878896","Electronic monitoring"
"23097","1054475856.NA.10857878897",87756990,"1054475856",NA,NA,"10857878897","Ignition lock"
"23098","1054475856.NA.10857878899",87756990,"1054475856",NA,NA,"10857878899","Other <em>[please specify]</em>"
"23099","1054475856.NA.10857878900",87756990,"1054475856",NA,NA,"10857878900","No conditions were placed on the defendant's bail or bond"
"23100","1054475856.NA.10857878901",87756990,"1054475856",NA,NA,"10857878901","I don't know"
"23101","1054475856.NA.10857878889",87756990,"1054475856",NA,NA,"10857878889","Comments"
"23102","1054475857.NA.",87756990,"1054475857",NA,NA,"",""
"23103","1060201028.NA.10898652617",87756990,"1060201028",NA,NA,"10898652617","Yes"
"23104","1060201028.NA.10898652618",87756990,"1060201028",NA,NA,"10898652618","No"
"23105","1060201028.NA.10898652621",87756990,"1060201028",NA,NA,"10898652621","Comments"
"23106","1054477896.NA.",87756990,"1054477896",NA,NA,"",""
"23107","1054477897.NA.",87756990,"1054477897",NA,NA,"",""
"23108","1054477898.NA.10857895077",87756990,"1054477898",NA,NA,"10857895077","1 Low"
"23109","1054477898.NA.10857895078",87756990,"1054477898",NA,NA,"10857895078","2 Low"
"23110","1054477898.NA.10857895079",87756990,"1054477898",NA,NA,"10857895079","3 Low"
"23111","1054477898.NA.10857895080",87756990,"1054477898",NA,NA,"10857895080","4 Low"
"23112","1054477898.NA.10857895081",87756990,"1054477898",NA,NA,"10857895081","5 Low Moderate"
"23113","1054477898.NA.10857895082",87756990,"1054477898",NA,NA,"10857895082","6 Low Moderate"
"23114","1054477898.NA.10857895083",87756990,"1054477898",NA,NA,"10857895083","7 Low Moderate"
"23115","1054477898.NA.10857895084",87756990,"1054477898",NA,NA,"10857895084","8 Moderate"
"23116","1054477898.NA.10857895085",87756990,"1054477898",NA,NA,"10857895085","9 Moderate"
"23117","1054477898.NA.10857895086",87756990,"1054477898",NA,NA,"10857895086","10 Moderate"
"23118","1054477898.NA.10857895087",87756990,"1054477898",NA,NA,"10857895087","11 Moderate"
"23119","1054477898.NA.10857895088",87756990,"1054477898",NA,NA,"10857895088","12 High"
"23120","1054477898.NA.10857895089",87756990,"1054477898",NA,NA,"10857895089","Unscored"
"23121","1054477898.NA.10857895090",87756990,"1054477898",NA,NA,"10857895090","I couldn't find this defendant's magistrate case number (""magnum"")"
"23122","1054477899.NA.",87756990,"1054477899",NA,NA,"",""
"23123","1054477900.NA.",87756990,"1054477900",NA,NA,"",""
"23124","1054477901.NA.10857895095",87756990,"1054477901",NA,NA,"10857895095","Orleans Public Defenders were appointed to represent the defendant for first appearance only"
"23125","1054477901.NA.10857895096",87756990,"1054477901",NA,NA,"10857895096","Orleans Public Defenders were appointed to represent the defendant for the entire case"
"23126","1054477901.NA.10857895097",87756990,"1054477901",NA,NA,"10857895097","Defendant was represented by a private defense attorney"
"23127","1054477901.NA.10857895098",87756990,"1054477901",NA,NA,"10857895098","Defendant was not represented by counsel"
"23128","1054477901.NA.10857895101",87756990,"1054477901",NA,NA,"10857895101","Comments"
"23129","1054477902.NA.10857895106",87756990,"1054477902",NA,NA,"10857895106","No"
"23130","1054477902.NA.10857895107",87756990,"1054477902",NA,NA,"10857895107","Yes, the Magistrate or Commissioner mentioned a pretrial services report or pretrial services program"
